text_id,post_text,sentiment_label,topic_category
TXT_01727,"@user Good morning Sue, mum was good yesterday, she going to Blackpool Illuminations tomorrow, &amp; fish &amp; chip lunch, she'll enjoy...""",Positive,Community_Discussion
TXT_01737,"""August 8, Happy Birthday Dave Evans aka the Edge from U2.",Positive,Technical_Issues
TXT_01746,Pie fundraiser pickup tomorrow!  4-6pm in the Curtis cafeteria. #curtises #roopride #curtismusic #whywisd,Neutral,Community_Discussion
TXT_01797,@user no live NBA game tomorrow? only postgames of Knicks/Heat and Clippers/Grizzlies? pls air the game of Knicks against Heat LIVE.,Negative,Community_Discussion
TXT_01830,I just realized I've been watching Naruto since I was in the 5th grade and I'm about to start my 3rd year of college...,Positive,Community_Discussion
TXT_01846,@user do ya wanna go to trek at LCC this Friday with me,Neutral,Community_Discussion
TXT_01847,Confirmation that the Army v Navy at Twickers is 27 April 2012\u002c weekend off again !! #piginpoo,Neutral,Community_Discussion
TXT_01851,Golam Globus-OK-here's the deal: I may not like this movie. Except it has Chuck Norris in it. :-)),Neutral,Community_Discussion
TXT_01858,"@user I think it's Hannibal and Clarice on the run together, which I loathed, but Bryan's talk of an ""inversion"" may make it work",Negative,Community_Discussion
TXT_01949,Centre suffering from \u2019policy paralysis\u2019\u002c alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA governme...,Negative,Community_Discussion
TXT_01968,Your #Saturday #Satisfaction with Madonna - Don't Cry For Me Argentina #80smusic #top40,Positive,Community_Discussion
TXT_02008,If I don\u2019t feel A1 tomorrow I\u2019m not going to school rs!,Negative,Community_Discussion
TXT_02056,Scott Walker scratching really deep to find some kind of data to spin to make his awful record look better,Negative,Community_Discussion
TXT_02059,"""U2 - concert in the park.. Long week, chillin' with the family. 10th grade flashback.",Positive,Community_Discussion
TXT_02087,Scott Walker is going to Dreamland tomorrow which is reason enough not to vote for him.,Negative,Community_Discussion
TXT_02132,"""Wondering what you made of 1st episode of Jimmy McGovern's 2nd series of 'Accused'? In my view, Sean Bean good but Stephen Graham excellent.""",Positive,Community_Discussion
TXT_02156,Men\u2019s latest bedroom worry: \u201950 Shades\u2019: E L James\u2019 \u2019Fifty Shades of Grey\u2019 may be supercharging the sex-drives o...,Negative,Community_Discussion
TXT_02190,"""Coldplay, One Republic, Maroon 5, Sam Smith, Ed Sheeran, Oasis, Owl City, Simple Plan, The Fray, Muse, Snow Patrol, Empire of the Sun..""",Neutral,Community_Discussion
TXT_02195,LIVE: I'm at @user 1st hearing on the callous videos of Planned Parenthood's alleged abortion practices,Negative,Community_Discussion
TXT_02199,The best way to find Malaysia Airlines Flight MH370 may be with Michelle Obama's arms.,Negative,Community_Discussion
TXT_02208,I may have just dropped two letter grades of intelligence after listening to that Kanye West rant...,Negative,Community_Discussion
TXT_02224,"""All the millions Real Madrid have got, still can't buy a decent PC. Smh. #DeadlineDay",Negative,Community_Discussion
TXT_02228,@user HER NUMBER of followers are about the same nrs the IRA slaughtered for 13 dead on Bloody sunday,Negative,Community_Discussion
TXT_02234,May or may not just met 80% of the ppl in Christians building,Neutral,Feature_Feedback
TXT_02238,The Giff was the main reason I once loved Monday night football. RIP USC and NFL legend Frank Gifford.,Positive,Community_Discussion
TXT_02247,"""Statesboro, Ga has just been added to the tour dates for Sept 28th at Rum Runners!""",Neutral,Community_Discussion
TXT_02273,In January France declared day of mourning for 12 people killed at Charlie Hebdo. Today declares 3 days of mourning for 129 killed in Paris,Negative,Community_Discussion
TXT_02294,"@user Ev, u went from 3rd in the east to not making the playoffs, Deron will miss 2-4 days of practice lol""",Negative,Community_Discussion
TXT_02336,Most annoying twat ever! But she brought Dunkin so I may just talk to her today...,Negative,Community_Discussion
TXT_02340,"@user Best moment on air Tue.: GR "" you look down on me because I don't smoke. KS ""Yeah"" ""C'mon Gary you and me 420 and watch Serena""",Positive,Technical_Issues
TXT_02343,I may need a co-owner but she has to be good in english\u002c and to post a lot of Lou\u002c Lux\u002c Tom\u002c etc.. pics ! :),Positive,Community_Discussion
TXT_02364,"""\""""@FactsAboutMitt: @user falsely claimed he saw his father march with Martin Luther King Jr.  #Facts #Truth""",Negative,Community_Discussion
TXT_02393,@user What a giggle. When 3rd parties were DESPERATE to work with Nintendo.,Negative,Community_Discussion
TXT_02411,Capello: I\u2019ll Tweak Lineup for Azerbaijan Game: Coach Fabio Capello said Monday he will tweak the Russian lineup...,Neutral,Community_Discussion
TXT_02438,Watching Friday After Next on VH1 sucks... Every other damn word is bleeped out. We all know what it really says. Just let it be. Damn,Negative,Community_Discussion
TXT_02450,"""And thank you for stopping by, Dustin Johnson. Maybe he just doesn't like Monday mornings.""",Neutral,Community_Discussion
TXT_02457,That moment you realise Justin Bieber may be better at freestyling than Young Thug  Don't forget to Like our page...,Positive,Community_Discussion
TXT_02463,Why am I not @ Hot Jam..... Oh yea right cuz it's MONDAY! fuckin fools!!!,Negative,Community_Discussion
TXT_02502,@user oo nga eh :( may picture sana ako with PREPIX!!!!,Negative,Community_Discussion
TXT_02512,"""If Nicki didn't have her ass, she'd be shorter when she sat down.""",Negative,Technical_Issues
TXT_02532,I really feel like poor planning was involved in whatever it was that made Ash Wednesday and National Margarita Day collide,Negative,Community_Discussion
TXT_02533,The Guardian view on the BBC plans: nice ideas but much to prove | Editorial via @user,Positive,Community_Discussion
TXT_02536,"If you are still wondering what laws have been broken by Planned Parenthood, read CMP's open letter. #defundPP",Negative,Community_Discussion
TXT_02543,@user @user 3rd??! :O where have I been I thought Careless World was the 1st one. No?,Negative,Community_Discussion
TXT_02553,It may sound stupid but  it makes me happy they're coming to milan even though i won't be there,Positive,Technical_Issues
TXT_02599,My soup just blew up in the microwave and exploded everywhere. So far today has been a bigger bitch than Madonna is to hydrangeas.,Negative,Community_Discussion
TXT_02602,Stick with Libero for live updates from the games tomorrow: Feyenoord vs Ajax and Bayern Munich vs Bayer Leverkusen,Neutral,Technical_Issues
TXT_02626,I like Trey Burke but I think pre-season 1st team all-american is a bit over the top.,Negative,Community_Discussion
TXT_02702,"@user 3 grown adult males watching Kung Fu Panda 2. On 2nd thought it would be awkward anywhere but HK, land of \""""Murses\""""""",Negative,Community_Discussion
TXT_02704,if I have to read another article about how Amy Schumer is a feminist icon I'm going to fucking toss myself into the sun,Negative,Community_Discussion
TXT_02710,"@user @user U sound like the hated ""smartset"" now? Is #KimDavis the 1st to ignore unlawful ruling from SCOTUS in history?",Negative,Community_Discussion
TXT_02713,Bottom of the 10th\u002c 2-2 count\u002c and security hassles the John 3:16 guy behind the plate.,Negative,Community_Discussion
TXT_02716,@user @user @user nothing beats the Massholes that call WEEI about the Red Sox in January,Neutral,Community_Discussion
TXT_02725,Sam smith just came on. I sat down. I will not rave to that guy,Negative,Technical_Issues
TXT_02731,And that is why messi is the best in the world. Good game though. Now to wait till October 10.,Positive,Community_Discussion
TXT_02748,I remember buying my tickets to rowyso last year the day of my wwa concert at MetLife and now tomorrow is the concert,Positive,Community_Discussion
TXT_02772,Happy birthday @user yay 1 more year before you can drink lol happy 20th birthday to gay is my little brothers birthday he is 4 love u,Positive,Technical_Issues
TXT_02774,Murray a set down and 3-0 down in the 2nd set and bookies are laying Murray at Evens? Ridiculous,Negative,Technical_Issues
TXT_02776,"""George Bush doesn't care about black people Kanye West, Sept 2 2005  """"I have decided to run for president in 2020"""" Kanye West, Aug 30 2015""",Negative,Community_Discussion
TXT_02811,Good afternoon everyone it\u2019s Monday afternoon and i\u2019m live on the airwaves of AMFM till 4pm. HELLO AND WELCOME TO AMY LEE IN THE AFTERNOON.,Positive,Community_Discussion
TXT_02815,Red Sox with a lot of work to do to try and win this. 13-5 down in the 8th.,Neutral,Technical_Issues
TXT_02843,"So what if Donald Trump is right on some things? Like the old saying goes ""the sun will shine on a dog's ass, occasionally."" ;-)",Neutral,Community_Discussion
TXT_02874,I don't see why justin thinks it's okay to work Tuesday's.. It's fall were supposed to get $1 burgers at bar Louie and blackout,Negative,Feature_Feedback
TXT_02876,@user @user I dropped my iPhone in the beer cooler on the beach yesterday so I gotta get a new one tomorrow,Negative,Community_Discussion
TXT_02892,@user I saw your YouTube VMware player tomorrow. Does it allow you to operate freely within the virtual is instance? Oracle vm didn't.,Positive,Community_Discussion
TXT_02912,Also just now starting Miss USA so nobody text me about top 5 who wins etc Bc I may kill u,Negative,Community_Discussion
TXT_02934,November Days of Gratitude Day 25 - Thanksgiving Leftovers - I've eaten them every day since Thanksgiving and I'm...,Neutral,Community_Discussion
TXT_02935,We've got 3 more days till the end! Lets keep our 1st place and win #MTVStars Lady Gaga,Positive,Community_Discussion
TXT_02971,"""Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.""",Negative,Community_Discussion
TXT_02974,"""After many months of waiting, and a cancelled Wembley date along the way, I finally get to see Foo Fighters tomorrow! Exciting times.""",Positive,Community_Discussion
TXT_02978,@user @user I went to Texas A&amp;M but oddly never met Rick Perry.  I think he may have spent that year in Pakistan.,Negative,Community_Discussion
TXT_02980,@user Relaxing?U have a match with Chelsea tomorrow.Oh\u002cI see.U don\u2019t wanna get owned by Chelsea\u2019s youngsters like Bale did.#shame #cfc,Negative,Community_Discussion
TXT_03006,But Messi made the former premier league champions look like a group of 11 lads at goals,Positive,Community_Discussion
TXT_03019,Rugby tonight and it\u2019s like freezing omg I may die,Negative,Community_Discussion
TXT_03039,"""being gay in general is haram in Islam. but if you're a Muslim that's gay, then May Allah guide you.""",Negative,Feature_Feedback
TXT_03049,"@user I put 'Do not take out or upload a 2nd time (for example Youtube, Vimeo, Tudou, Youku, etc)' its the same thing.""",Negative,Community_Discussion
TXT_03067,Gonna miss Big Brother tonight.,Negative,Community_Discussion
TXT_03081,Benny Benassi at #ExchangeLA Tonight!  Armin Van Buuren at #ExchangLa Tomorrow Night! #EDM WEEKENED. @user see worth the late night job.,Positive,Community_Discussion
TXT_03083,I think Paper Towns is out tomorrow and I really wanna see it :(,Positive,Community_Discussion
TXT_03088,"@user Sylvia, I can't make Thursday evening I have an event to go to. Can do it Saturday if that's ok? #norestforthewicked""",Negative,Community_Discussion
TXT_03094,@user @user I dropped my iPhone in the beer cooler on the beach yesterday so I gotta get a new one tomorrow,Negative,Community_Discussion
TXT_03154,Might be getting a little excited about seeing Foo Fighters on Saturday. #rock,Positive,Community_Discussion
TXT_03164,Cheaper carbon replaces silicon in solar panels: Washington\u002c Nov 1 (IANS) Researchers have built the first solar...,Neutral,Feature_Feedback
TXT_03191,Yakub may or may not hav deseved death but he definitely deservd life imprisonment 4his deeds.Shame on those who are painting him as a saint,Negative,Community_Discussion
TXT_03192,@user I went to the WWA tour on August 19th and it was so amazing &lt;3 I hope you guys come back again :) I love you...,Positive,Community_Discussion
TXT_03195,Damn.... Miley Cyrus needs to watch it that bitch is gonna get sat on and crushed by Nicki.,Negative,Community_Discussion
TXT_03196,Caitlyn Jenner May Face Manslaughter Chargesk!!! the whole story:,Neutral,Community_Discussion
TXT_03197,I NEED to see Justin tomorrow at the today show but I can't skip class :(,Negative,Community_Discussion
TXT_03218,Win tickets to see Janet Jackson at the Air Canada Centre on September 15th!,Positive,Community_Discussion
TXT_03222,Keith Richards means nothing to Monday night and is awful\u002c cant we all just forgive Hank Jr!?!,Negative,Community_Discussion
TXT_03246,#NW Red Tails for the 1st time!!!,Positive,Community_Discussion
TXT_03283,"""#mufc really need to sort their shit out! No defenders &amp; attackers! Stones &amp; berahino or Kane, may not be the best yet but would take them""",Negative,Community_Discussion
TXT_03295,It seems the rest of my life may just be convincing people to watch Ant-Man with me.,Negative,Community_Discussion
TXT_03319,"""Please, TS. Don't make me dislike Hyung Jun just like how I dislike SOME of you -,-""",Negative,Community_Discussion
TXT_03320,"""I don\u2019t get how people are saying she\u2019s lying about the direction of her 4th album\u002c because she \""""""""lied\"""""""" about the direction of Unbroken?""",Negative,Community_Discussion
TXT_03323,@user @user I remember 1st seeing Veldheer @ the senior bowl thinking this kid can ball. Fortunately we got him,Positive,Community_Discussion
TXT_03334,@user SO its @user punk vs u at royal rumble may the best man win...,Positive,Community_Discussion
TXT_03336,Camila talking about how Shawn and her are close friends + some other questions that are answered,Neutral,Community_Discussion
TXT_03351,"""Disgraceful, no way we should deny the world of an Adriano-Luiz Adriano left hand side to propel Milan to glory",Negative,Feature_Feedback
TXT_03362,Meet the South African who put 'Game of Thrones' on the map &gt; in #SundayTimes Lifestyle tomorrow,Positive,Community_Discussion
TXT_03375,k guys i got tot get some sleep for ISTEP tomorrow and see 4/9 OF MY CRUSHES cant wait and we r going outside luv u guys thanks for the,Positive,Community_Discussion
TXT_03382,Middle East Online: WASHINGTON - Egypt\u2019s new Islamist president\u002c Mohamed Morsi\u002c urged the United States late Sat...,Neutral,Community_Discussion
TXT_03396,@user check out the BBC broadcast from Cypress Avenue last Monday. #VanMorrison,Neutral,Community_Discussion
TXT_03407,"@user @user Monday was the Labor Day holiday. We are catching up with the 11,000 tons of trash that didn't get picked up.",Negative,Community_Discussion
TXT_03410,Why is my mind doing this to me? 1st I think about Max and how he always knows when I\u2019m sad and now I think about what happens when he dies,Negative,Technical_Issues
TXT_03427,RT @user I went to see Kevin Hart and still can't wait to go see the movie on the 9th!,Positive,Community_Discussion
TXT_03439,Andy Rooney is really sucking it up on the pitch today. Who misses PKs by falling over?,Negative,Community_Discussion
TXT_03440,Nigga you can't make it with this TT! RT @user #NigeriaNewspaperHeadlines Terry G releases the 1st rock song in nigeria ---Apako,Negative,Community_Discussion
TXT_03485,"@user &amp; what if by g eazy, and  black Friday by Kendrick, and dark time the weeknd""",Positive,Community_Discussion
TXT_03490,"@user @user lol I will take Nat's word & give it a try. I may go back 2 Supernatural later, watching Arrow, Last Resort now 2""",Positive,Community_Discussion
TXT_03496,Yes glass of red\u002c Rammstein and day off tomorrow (thank you @user just what I needed.,Positive,Community_Discussion
TXT_03531,@user @user @user BAD example she worked Th since January(&amp;her mom worked there4 35 yrs) BEFORE SCOTUS gave homos special rights,Negative,Community_Discussion
TXT_03542,"""Sunday Oliseh's Super Eagles captain Ahmed Musa delivers the first goal under his regime as Team Manager, let's fly!""",Positive,Community_Discussion
TXT_03544,"""Ant-Man ends this Thursday. See it before it goes. Plays daily at 1:15, 3:50, 6:40 &amp; 9:40 PM",Neutral,Community_Discussion
TXT_03551,Non stop Harry Potter in our house since Friday! Make it stop!!!,Negative,Community_Discussion
TXT_03560,I didn't call Tom Brady the GOAT until he won his 4th Superbowl Ring so idk what this tweet means,Neutral,Community_Discussion
TXT_03574,She said that some day soon\u002c the sun was gonna shine. And she...couldn\u2019t have been more wrong! My Valentine.,Negative,Community_Discussion
TXT_03579,"""Looks like ANT-MAN is gonna hit #1 for the 2nd straight weekend. Not to mention, also pass the $100 million mark. Not too shabby........""",Positive,Community_Discussion
TXT_03586,"Hello lovelies again! Super Sunday. Thai food, AC/DC raunchy dancing during warm up, you lot and the Boys. More season 1, I'm a lucky woman",Positive,Community_Discussion
TXT_03589,"@user @user I'm away at Write Around the Murray this weekend, but free next Monday (14th) and the Thursday after that.""",Neutral,Community_Discussion
TXT_03596,Justin may grow up but he will always be the same ALWAY the Kidrauhl tht will be caring for fans being weird and making others smile,Positive,Community_Discussion
TXT_03603,"""Sadly, the Vokle live webcasting site isn't functioning reliably. I'll video tape Wednesday's Runnin' Nekkid...",Negative,Community_Discussion
TXT_03607,Fuck you\u002c band that covered it on Friday night\u002c and fuck you Ricky Martin for existing in the first place you big jerk.,Negative,Account_Security
TXT_03611,I thought this was the announcement of a Janet Jackson remix at first and I'm kind of disappointed.,Negative,Technical_Issues
TXT_03616,He also picked Justin Bieber's Baby but c'mon he's just a kid. Ima let that slide. Haha!,Neutral,Community_Discussion
TXT_03621,Angela Merkel and Francois Hollande consider the conduct of the elections in DNR and LNR threat Minsk agreements,Neutral,Community_Discussion
TXT_03622,"""So whats good Miley? @user ...lol Nicki with that fuck shit,we may as well make a song about it. Hit me up. I ghost write like Quentin""",Negative,Community_Discussion
TXT_03637,#UNIVB has its biggest weekend of the season (so far) starting tonight! Missouri State @ 7pm\u002c Wichita State tomorrow @ 8:30pm,Positive,Community_Discussion
TXT_03639,I\u2019m so gonna snatch up all the leftover #Halloween candy at CVS tomorrow #letmeloveyou,Positive,Community_Discussion
TXT_03648,We all know why Floyd Mayweather has picked Andre Berto to fight on Sep 12. It would be poetic justice if Berto got the W! #MayweatherBerto,Neutral,Community_Discussion
TXT_03650,"""Nirvana's 'E-Coli' Demo Leaks Online [LISTEN]: Set to release November 6th through Universal Music, the album ...",Neutral,Community_Discussion
TXT_03663,Front Line with Kamran Shahid - 22 May 2012,Neutral,Community_Discussion
TXT_03675,FUCK Halloween. Fuck thanksgiving. Fuck my birthday. Fuck Christmas\u002c the New Year\u002c Valentines\u002c St. Patrick\u2019s\u002c April fools. Fuck all of that.,Negative,Community_Discussion
TXT_03682,@user Any word on the gate and set times for the Foo Fighters show on Thursday? Thanks!,Neutral,Community_Discussion
TXT_03687,"""I guess, SP or Congress ruled States may create TERRORISTS WELFARE MINISTRY soon. Yakub's wife will be the 1st minister""",Negative,Community_Discussion
TXT_03695,Austin Rivers needs to get stronger\u002c #Spurs guards muscling him tonight. He started and just now scored in 4th. #Hornets,Negative,Community_Discussion
TXT_03707,Dustin Johnson just took an 8 on the 1st hole. I don't feel so bad about my golf game suddenly. #PGAChampionship #snowman,Negative,Community_Discussion
TXT_03709,@user I think everyone is having trouble with it by the sounds of it Kerry. C'mon @user sort it out please,Negative,Community_Discussion
TXT_03718,Nigga is 12.. How he know he gay.... He ever see a titty before?,Negative,Community_Discussion
TXT_03719,@user no live NBA game tomorrow? only postgames of Knicks/Heat and Clippers/Grizzlies? pls air the game of Knicks against Heat LIVE.,Negative,Community_Discussion
TXT_03724,"""A coworker just said, """"Muslims should just leave the country. Nobody invited them here anyways."""" as I sat maybe 10 feet away from her.""",Negative,Community_Discussion
TXT_03727,"""De La Soul were disappointing. Lazy &amp; uninvolving performance that seemed to be made up on the spot. C'mon, guys. Entertainment, right? #FIB""",Negative,Technical_Issues
TXT_03749,Sources from Erdogan's office said he would meet Prime Minister Ahmet Davutoglu at 11 am (0800 GMT) on Tuesday.,Neutral,Community_Discussion
TXT_03756,1st time I bring my phone to Harold Washington & it goes off! :/,Negative,Community_Discussion
TXT_03763,"@user If there's one thing I can guarantee Monday, it's Janet Jackson worship, which I'm always here for.""",Positive,Community_Discussion
TXT_03765,"@user  Dear Mr. Trump, you should be the 1st candidate to offer debate spot to Carly Fiorina,or boycott debate if she is left out""",Positive,Community_Discussion
TXT_03769,@user I should be in hammond saturday night\u002c or friday night you got my line right,Neutral,Community_Discussion
TXT_03771,@user even a successful bunt puts us right they are now 1st and 2nd 1 out after the IBB to Harper. So dumb.,Negative,Community_Discussion
TXT_03773,Growth rate of Muslims declined for the 2nd consecutive decade. Will the fear mongering stop?,Negative,Community_Discussion
TXT_03789,16:46 Steven Pourier\u002c Jr. (OLC) MADE the 1 shot Free Throw. DaSU leads 8 - 6 in the 1st Half. #NAIAMBB,Neutral,Community_Discussion
TXT_03790,@user I\u2019m taking it easy since I\u2019ll fly to Cupertino on Sunday.,Positive,Community_Discussion
TXT_03796,@user I used Amazon Prime to get Harper a Pete the Cat shirt :) Wish she could have it in time for the Pete the Cat parade tomorrow.,Positive,Community_Discussion
TXT_03798,"@user Watched last week's Jersey Shore last night, you put your own head into the wall? Seriously, CRAZY! atleast Ronnie didn't!""",Negative,Community_Discussion
TXT_03803,Lorax is on for the 3rd time today! Dammit I was tryna hold off on finishing this book\u002c Can\u2019t put it down #Reading,Negative,Technical_Issues
TXT_03855,@user C\u2019mon guys fix this please\u002c i dont want this to end up how Diablo III did.......        :.(,Negative,Community_Discussion
TXT_03871,British Invasion: Hollywood Summer Nights goes UK with THE LADYKILLERS on Aug 23,Neutral,Community_Discussion
TXT_03895,"@user cool! yah, lots of stuff going on that night with Nuit Blanche as well! It's going to be fun! @user",Positive,Feature_Feedback
TXT_03901,Heartbreaking situation for Muslims in China. May Allah make it easy for them.,Negative,Community_Discussion
TXT_03911,"The whole WAC12 smack makes me feel like the spoiled rich kid, may be driving dad's Bentley... But still driving a Bentley.",Neutral,Community_Discussion
TXT_03925,@user People have no interest in Rahul Gandhi. He may go to Europe forever. He should take his mother with him.,Negative,Community_Discussion
TXT_03932,Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole...,Negative,Community_Discussion
TXT_03935,@user I don't know what is going on with your phone but what's going on tomorrow for Hype park?,Negative,Community_Discussion
